Type,Price,Location,Bath(s),Area,Purpose,Bedroom(s),Added,Initial Amount,Monthly Installment,Remaining Installments,Area Name
House,PKR1.1 Crore,"North Karachi, Karachi, Sindh",6,80 Sq. Yd.,For Sale,6,14 hours ago,,,,North Karachi
House,PKR3.25 Crore,"North Karachi, Karachi, Sindh",-,288 Sq. Yd.,For Sale,-,14 hours ago,,,,North Karachi
Flat,PKR57 Lakh,"North Karachi, Karachi, Sindh",2,133 Sq. Yd.,For Sale,5,21 hours ago,,,,North Karachi
House,PKR1.3 Crore,"North Karachi, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,2 days ago,,,,North Karachi
Lower Portion,PKR1.3 Crore,"North Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,3 days ago,PKR50 Lakh,PKR10 Lakh,6 Months,North Karachi
Upper Portion,PKR1.75 Crore,"North Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,3 days ago,PKR50 Lakh,PKR10 Lakh,5 Months,North Karachi
Flat,PKR45 Lakh,"North Karachi, Karachi, Sindh",2,61 Sq. Yd.,For Sale,2,6 hours ago,,,,North Karachi
House,PKR78 Lakh,"North Karachi, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,9 hours ago,,,,North Karachi
House,PKR2.35 Crore,"North Karachi, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,1 day ago,,,,North Karachi
House,PKR2.38 Crore,"North Karachi, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,1 day ago,,,,North Karachi
House,PKR1.3 Crore,"North Karachi, Karachi, Sindh",4,80 Sq. Yd.,For Sale,4,1 day ago,,,,North Karachi
House,PKR1.3 Crore,"North Karachi, Karachi, Sindh",4,80 Sq. Yd.,For Sale,4,1 day ago,,,,North Karachi
House,PKR1.3 Crore,"North Karachi, Karachi, Sindh",4,80 Sq. Yd.,For Sale,4,1 day ago,,,,North Karachi
House,PKR1.3 Crore,"North Karachi, Karachi, Sindh",4,80 Sq. Yd.,For Sale,4,1 day ago,,,,North Karachi
Lower Portion,PKR95 Lakh,"Federal B Area, Karachi, Sindh",3,120 Sq. Yd.,For Sale,2,22 hours ago,,,,Federal B Area
Lower Portion,PKR3.5 Crore,"Federal B Area, Karachi, Sindh",2,350 Sq. Yd.,For Sale,4,22 hours ago,,,,Federal B Area
Upper Portion,PKR45 Lakh,"Federal B Area, Karachi, Sindh",2,60 Sq. Yd.,For Sale,2,3 days ago,,,,Federal B Area
House,PKR10.6 Crore,"Federal B Area, Karachi, Sindh",6,400 Sq. Yd.,For Sale,8,5 days ago,,,,Federal B Area
House,PKR1.88 Crore,"Federal B Area, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 week ago,,,,Federal B Area
Flat,PKR1.2 Crore,"Federal B Area, Karachi, Sindh",2,139 Sq. Yd.,For Sale,2,1 week ago,,,,Federal B Area
House,PKR2.7 Crore,"Federal B Area, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 weeks ago,,,,Federal B Area
House,PKR3.25 Crore,"Federal B Area, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,2 weeks ago,,,,Federal B Area
Upper Portion,PKR4.75 Crore,"Federal B Area, Karachi, Sindh",3,400 Sq. Yd.,For Sale,3,2 weeks ago,,,,Federal B Area
House,PKR3.3 Crore,"Federal B Area, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,2 weeks ago,,,,Federal B Area
Flat,PKR1.8 Crore,"Federal B Area, Karachi, Sindh",3,194 Sq. Yd.,For Sale,3,2 weeks ago,,,,Federal B Area
Flat,PKR1.7 Crore,"Federal B Area, Karachi, Sindh",4,178 Sq. Yd.,For Sale,3,5 hours ago,,,,Federal B Area
Lower Portion,PKR82 Lakh,"Federal B Area, Karachi, Sindh",3,120 Sq. Yd.,For Sale,2,6 hours ago,,,,Federal B Area
House,PKR3.1 Crore,"Federal B Area, Karachi, Sindh",6,120 Sq. Yd.,For Sale,3,2 days ago,,,,Federal B Area
Upper Portion,PKR1.3 Crore,"Federal B Area, Karachi, Sindh",2,120 Sq. Yd.,For Sale,3,3 days ago,,,,Federal B Area
Flat,PKR1.15 Crore,"Federal B Area, Karachi, Sindh",2,139 Sq. Yd.,For Sale,2,4 days ago,,,,Federal B Area
Flat,PKR1.68 Crore,"Federal B Area, Karachi, Sindh",4,183 Sq. Yd.,For Sale,3,4 days ago,,,,Federal B Area
Flat,PKR55 Lakh,"Federal B Area, Karachi, Sindh",2,70 Sq. Yd.,For Sale,2,5 hours ago,,,,Federal B Area
Flat,PKR1.7 Crore,"Federal B Area, Karachi, Sindh",4,178 Sq. Yd.,For Sale,3,5 hours ago,,,,Federal B Area
Flat,PKR1.7 Crore,"Federal B Area, Karachi, Sindh",4,178 Sq. Yd.,For Sale,3,5 hours ago,,,,Federal B Area
Upper Portion,PKR85 Lakh,"Federal B Area, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,18 hours ago,,,,Federal B Area
House,PKR2.48 Crore,"Federal B Area, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,1 day ago,,,,Federal B Area
House,PKR7.75 Crore,"Federal B Area, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,2 days ago,,,,Federal B Area
House,PKR3 Crore,"Federal B Area, Karachi, Sindh",7,144 Sq. Yd.,For Sale,6,2 days ago,,,,Federal B Area
House,PKR5.7 Crore,"Federal B Area, Karachi, Sindh",6,200 Sq. Yd.,For Sale,9,2 days ago,,,,Federal B Area
House,PKR8.5 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 week ago,,,,Malir
Flat,PKR98 Lakh,"Malir, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,1 week ago,,,,Malir
House,PKR9 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,2 weeks ago,,,,Malir
House,PKR8.5 Crore,"Malir, Karachi, Sindh",6,500 Sq. Yd.,For Sale,5,3 weeks ago,,,,Malir
House,PKR8 Crore,"Malir, Karachi, Sindh",6,350 Sq. Yd.,For Sale,5,3 weeks ago,,,,Malir
House,PKR9 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,10 hours ago,,,,Malir
House,PKR8.8 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,19 hours ago,,,,Malir
House,PKR2.8 Crore,"Malir, Karachi, Sindh",6,126 Sq. Yd.,For Sale,5,1 day ago,,,,Malir
Flat,PKR95 Lakh,"Malir, Karachi, Sindh",2,133 Sq. Yd.,For Sale,2,2 days ago,,,,Malir
House,PKR9.25 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,3 days ago,,,,Malir
House,PKR9.3 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,9 minutes ago,,,,Malir
Flat,PKR3.4 Crore,"Malir, Karachi, Sindh",4,244 Sq. Yd.,For Sale,3,40 minutes ago,,,,Malir
House,PKR9 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,2 hours ago,,,,Malir
House,PKR9 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,7 hours ago,,,,Malir
House,PKR8.7 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,7 hours ago,,,,Malir
House,PKR8.9 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,7 hours ago,,,,Malir
House,PKR8.5 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,7 hours ago,,,,Malir
House,PKR8.35 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,2 hours ago,,,,Malir
House,PKR7.4 Crore,"Malir, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,2 hours ago,,,,Malir
House,PKR8.6 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,2 hours ago,,,,Malir
House,PKR7.75 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,2 hours ago,,,,Malir
House,PKR7.15 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,2 hours ago,,,,Malir
House,PKR8.25 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,2 hours ago,,,,Malir
House,PKR7.65 Crore,"Malir, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,2 hours ago,,,,Malir
House,PKR8.95 Crore,"Malir, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,2 hours ago,,,,Malir
Flat,PKR1.85 Crore,"Nazimabad, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,10 hours ago,,,,Nazimabad
Upper Portion,PKR1.55 Crore,"Nazimabad, Karachi, Sindh",4,167 Sq. Yd.,For Sale,3,2 days ago,,,,Nazimabad
Upper Portion,PKR57 Lakh,"Nazimabad, Karachi, Sindh",2,89 Sq. Yd.,For Sale,2,3 days ago,,,,Nazimabad
Upper Portion,PKR1.28 Crore,"Nazimabad, Karachi, Sindh",3,108 Sq. Yd.,For Sale,3,3 weeks ago,,,,Nazimabad
Flat,PKR1.1 Crore,"Nazimabad, Karachi, Sindh",3,167 Sq. Yd.,For Sale,3,3 weeks ago,,,,Nazimabad
Lower Portion,PKR2.8 Crore,"Nazimabad, Karachi, Sindh",4,233 Sq. Yd.,For Sale,4,4 weeks ago,,,,Nazimabad
Upper Portion,PKR2.7 Crore,"Nazimabad, Karachi, Sindh",4,241 Sq. Yd.,For Sale,4,6 days ago,,,,Nazimabad
Upper Portion,PKR1.1 Crore,"Nazimabad, Karachi, Sindh",3,108 Sq. Yd.,For Sale,3,6 days ago,,,,Nazimabad
Upper Portion,PKR1.2 Crore,"Nazimabad, Karachi, Sindh",-,139 Sq. Yd.,For Sale,-,4 weeks ago,,,,Nazimabad
Flat,PKR1.45 Crore,"Nazimabad, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,19 hours ago,,,,Nazimabad
Upper Portion,PKR52 Lakh,"Nazimabad, Karachi, Sindh",2,94 Sq. Yd.,For Sale,2,2 days ago,,,,Nazimabad
Upper Portion,PKR50 Lakh,"Nazimabad, Karachi, Sindh",2,72 Sq. Yd.,For Sale,2,2 days ago,,,,Nazimabad
Upper Portion,PKR58 Lakh,"Nazimabad, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,4 days ago,,,,Nazimabad
Upper Portion,PKR77 Lakh,"Nazimabad, Karachi, Sindh",3,120 Sq. Yd.,For Sale,2,4 days ago,,,,Nazimabad
Upper Portion,PKR55 Lakh,"Nazimabad, Karachi, Sindh",2,89 Sq. Yd.,For Sale,2,4 days ago,,,,Nazimabad
Upper Portion,PKR1.15 Crore,"Nazimabad, Karachi, Sindh",3,133 Sq. Yd.,For Sale,3,1 week ago,,,,Nazimabad
Upper Portion,PKR1.75 Crore,"Nazimabad, Karachi, Sindh",3,211 Sq. Yd.,For Sale,3,2 weeks ago,,,,Nazimabad
Upper Portion,PKR70 Lakh,"Nazimabad, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,5 hours ago,,,,Nazimabad
Upper Portion,PKR95 Lakh,"Nazimabad, Karachi, Sindh",3,108 Sq. Yd.,For Sale,3,6 hours ago,,,,Nazimabad
Upper Portion,PKR95 Lakh,"Nazimabad, Karachi, Sindh",3,133 Sq. Yd.,For Sale,3,6 hours ago,,,,Nazimabad
Flat,PKR60 Lakh,"Nazimabad, Karachi, Sindh",2,67 Sq. Yd.,For Sale,2,6 hours ago,,,,Nazimabad
Flat,PKR1.15 Crore,"Nazimabad, Karachi, Sindh",2,117 Sq. Yd.,For Sale,2,6 hours ago,,,,Nazimabad
Flat,PKR1.25 Crore,"Nazimabad, Karachi, Sindh",3,173 Sq. Yd.,For Sale,3,9 hours ago,,,,Nazimabad
Flat,PKR1.45 Crore,"Nazimabad, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,19 hours ago,,,,Nazimabad
Flat,PKR60 Lakh,"Nazimabad, Karachi, Sindh",2,78 Sq. Yd.,For Sale,2,1 day ago,,,,Nazimabad
Flat,PKR4 Crore,"Cantt, Karachi, Sindh",5,300 Sq. Yd.,For Sale,3,6 hours ago,,,,Cantt
House,PKR7.2 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,6 hours ago,,,,Cantt
House,PKR7.15 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,6 hours ago,,,,Cantt
Flat,PKR3.85 Crore,"Cantt, Karachi, Sindh",4,289 Sq. Yd.,For Sale,3,8 hours ago,,,,Cantt
House,PKR7 Crore,"Cantt, Karachi, Sindh",6,375 Sq. Yd.,For Sale,5,8 hours ago,,,,Cantt
House,PKR7.5 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,47 minutes ago,,,,Cantt
Flat,PKR4.3 Crore,"Cantt, Karachi, Sindh",4,304 Sq. Yd.,For Sale,3,2 hours ago,,,,Cantt
House,PKR7.15 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,5 hours ago,,,,Cantt
House,PKR8.65 Crore,"Cantt, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,9 hours ago,,,,Cantt
Flat,PKR3.8 Crore,"Cantt, Karachi, Sindh",3,300 Sq. Yd.,For Sale,3,9 hours ago,,,,Cantt
Flat,PKR3.85 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,6 minutes ago,,,,Cantt
Flat,PKR4 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,6 minutes ago,,,,Cantt
Flat,PKR3.7 Crore,"Cantt, Karachi, Sindh",3,300 Sq. Yd.,For Sale,3,3 hours ago,,,,Cantt
Flat,PKR3.7 Crore,"Cantt, Karachi, Sindh",3,300 Sq. Yd.,For Sale,3,3 hours ago,,,,Cantt
Flat,PKR4.25 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,3 hours ago,,,,Cantt
House,PKR12.5 Crore,"Cantt, Karachi, Sindh",6,550 Sq. Yd.,For Sale,6,5 hours ago,,,,Cantt
Flat,PKR4.55 Crore,"Cantt, Karachi, Sindh",4,333 Sq. Yd.,For Sale,4,5 hours ago,,,,Cantt
House,PKR7.1 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,2 minutes ago,,,,Cantt
House,PKR8.5 Crore,"Cantt, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 minutes ago,,,,Cantt
House,PKR8.5 Crore,"Cantt, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 minutes ago,,,,Cantt
House,PKR8.5 Crore,"Cantt, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 minutes ago,,,,Cantt
House,PKR7.1 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,6 minutes ago,,,,Cantt
House,PKR7.1 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,6 minutes ago,,,,Cantt
House,PKR7.1 Crore,"Cantt, Karachi, Sindh",5,375 Sq. Yd.,For Sale,5,6 minutes ago,,,,Cantt
Flat,PKR3.85 Crore,"Cantt, Karachi, Sindh",3,289 Sq. Yd.,For Sale,3,6 minutes ago,,,,Cantt
Flat,PKR1.8 Crore,"Jamshed Town, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,3 days ago,,,,Jamshed Town
Flat,PKR3.4 Crore,"Jamshed Town, Karachi, Sindh",4,217 Sq. Yd.,For Sale,4,3 weeks ago,,,,Jamshed Town
Flat,PKR1.15 Crore,"Jamshed Town, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,20 hours ago,,,,Jamshed Town
House,PKR9.25 Crore,"Jamshed Town, Karachi, Sindh",5,215 Sq. Yd.,For Sale,5,2 days ago,,,,Jamshed Town
Lower Portion,PKR5 Crore,"Jamshed Town, Karachi, Sindh",3,300 Sq. Yd.,For Sale,3,2 days ago,,,,Jamshed Town
Upper Portion,PKR5.3 Crore,"Jamshed Town, Karachi, Sindh",4,500 Sq. Yd.,For Sale,4,3 days ago,,,,Jamshed Town
Upper Portion,PKR2.65 Crore,"Jamshed Town, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,2 weeks ago,,,,Jamshed Town
Flat,PKR3 Crore,"Jamshed Town, Karachi, Sindh",4,167 Sq. Yd.,For Sale,3,2 weeks ago,,,,Jamshed Town
Upper Portion,PKR1.3 Crore,"Jamshed Town, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,3 weeks ago,,,,Jamshed Town
Upper Portion,PKR1.5 Crore,"Jamshed Town, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,2 weeks ago,,,,Jamshed Town
Upper Portion,PKR90 Lakh,"Jamshed Town, Karachi, Sindh",1,67 Sq. Yd.,For Sale,2,1 week ago,,,,Jamshed Town
House,PKR4.5 Crore,"Jamshed Town, Karachi, Sindh",5,240 Sq. Yd.,For Sale,4,2 weeks ago,,,,Jamshed Town
Upper Portion,PKR3 Crore,"Jamshed Town, Karachi, Sindh",4,400 Sq. Yd.,For Sale,3,2 days ago,,,,Jamshed Town
Lower Portion,PKR4.5 Crore,"Jamshed Town, Karachi, Sindh",6,267 Sq. Yd.,For Sale,5,2 days ago,,,,Jamshed Town
Upper Portion,PKR1.35 Crore,"Jamshed Town, Karachi, Sindh",2,105 Sq. Yd.,For Sale,2,2 days ago,,,,Jamshed Town
Upper Portion,PKR3.5 Crore,"Jamshed Town, Karachi, Sindh",4,267 Sq. Yd.,For Sale,4,2 days ago,,,,Jamshed Town
Flat,PKR1.4 Crore,"Jamshed Town, Karachi, Sindh",3,110 Sq. Yd.,For Sale,3,2 days ago,,,,Jamshed Town
Flat,PKR2 Crore,"Jamshed Town, Karachi, Sindh",3,172 Sq. Yd.,For Sale,3,3 hours ago,,,,Jamshed Town
Flat,PKR1.4 Crore,"Jamshed Town, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,5 hours ago,,,,Jamshed Town
House,PKR9.25 Crore,"Jamshed Town, Karachi, Sindh",6,200 Sq. Yd.,For Sale,6,9 hours ago,,,,Jamshed Town
House,PKR1.5 Crore,"Jamshed Town, Karachi, Sindh",3,122 Sq. Yd.,For Sale,3,20 hours ago,,,,Jamshed Town
House,PKR8 Crore,"Jamshed Town, Karachi, Sindh",5,200 Sq. Yd.,For Sale,5,20 hours ago,,,,Jamshed Town
Flat,PKR2 Crore,"Jamshed Town, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,20 hours ago,,,,Jamshed Town
House,PKR7.5 Crore,"Jamshed Town, Karachi, Sindh",5,200 Sq. Yd.,For Sale,5,20 hours ago,,,,Jamshed Town
Lower Portion,PKR3 Crore,"Jamshed Town, Karachi, Sindh",3,"2,200 Sq. Yd.",For Sale,3,20 hours ago,,,,Jamshed Town
Flat,PKR3.35 Crore,"Clifton, Karachi, Sindh",5,244 Sq. Yd.,For Sale,4,2 weeks ago,,,,Clifton
House,PKR13.75 Crore,"Clifton, Karachi, Sindh",6,520 Sq. Yd.,For Sale,6,3 weeks ago,,,,Clifton
Flat,PKR9.3 Crore,"Clifton, Karachi, Sindh",6,300 Sq. Yd.,For Sale,4,3 weeks ago,,,,Clifton
Flat,PKR5 Crore,"Clifton, Karachi, Sindh",4,233 Sq. Yd.,For Sale,3,2 hours ago,,,,Clifton
Flat,PKR4.3 Crore,"Clifton, Karachi, Sindh",5,222 Sq. Yd.,For Sale,4,1 day ago,,,,Clifton
Flat,PKR4.25 Crore,"Clifton, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,1 day ago,,,,Clifton
Flat,PKR4 Crore,"Clifton, Karachi, Sindh",4,194 Sq. Yd.,For Sale,3,4 days ago,,,,Clifton
Upper Portion,PKR4.25 Crore,"Clifton, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 week ago,,,,Clifton
House,PKR7 Crore,"Clifton, Karachi, Sindh",5,250 Sq. Yd.,For Sale,4,1 week ago,,,,Clifton
Flat,PKR6 Crore,"Clifton, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,1 week ago,,,,Clifton
Flat,PKR3.35 Crore,"Clifton, Karachi, Sindh",5,311 Sq. Yd.,For Sale,4,3 days ago,,,,Clifton
Flat,PKR2.8 Crore,"Clifton, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,3 days ago,,,,Clifton
Flat,PKR3.7 Crore,"Clifton, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,53 minutes ago,,,,Clifton
Flat,PKR6 Crore,"Clifton, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,22 hours ago,,,,Clifton
Flat,PKR6 Crore,"Clifton, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,22 hours ago,,,,Clifton
Flat,PKR5.5 Crore,"Clifton, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,22 hours ago,,,,Clifton
Flat,PKR4.25 Crore,"Clifton, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,22 hours ago,,,,Clifton
Flat,PKR4.25 Crore,"Clifton, Karachi, Sindh",5,289 Sq. Yd.,For Sale,4,46 minutes ago,,,,Clifton
Flat,PKR2 Crore,"Clifton, Karachi, Sindh",2,117 Sq. Yd.,For Sale,2,5 hours ago,,,,Clifton
Flat,PKR3.25 Crore,"Clifton, Karachi, Sindh",3,172 Sq. Yd.,For Sale,3,6 hours ago,,,,Clifton
Flat,PKR4.5 Crore,"Clifton, Karachi, Sindh",4,289 Sq. Yd.,For Sale,4,6 hours ago,,,,Clifton
Flat,PKR2.6 Crore,"Clifton, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,6 hours ago,,,,Clifton
Flat,PKR4 Crore,"Clifton, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,7 hours ago,,,,Clifton
Flat,PKR4.25 Crore,"Clifton, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,14 hours ago,,,,Clifton
Flat,PKR4.5 Crore,"Clifton, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,21 hours ago,,,,Clifton
Flat,PKR22 Lakh,"Korangi, Karachi, Sindh",2,50 Sq. Yd.,For Sale,2,4 days ago,,,,Korangi
Flat,PKR17 Lakh,"Korangi, Karachi, Sindh",2,50 Sq. Yd.,For Sale,2,4 days ago,,,,Korangi
Flat,PKR40 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,5 days ago,,,,Korangi
Flat,PKR40 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,1 week ago,,,,Korangi
Flat,PKR38 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,2 weeks ago,,,,Korangi
Flat,PKR40 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,3 weeks ago,,,,Korangi
Flat,PKR40 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,1 week ago,,,,Korangi
Flat,PKR48 Lakh,"Korangi, Karachi, Sindh",3,84 Sq. Yd.,For Sale,3,1 day ago,,,,Korangi
Flat,PKR40 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,2 days ago,,,,Korangi
Flat,PKR40 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,2 days ago,,,,Korangi
Flat,PKR40 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,2 days ago,,,,Korangi
Flat,PKR40 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,2 days ago,,,,Korangi
Flat,PKR40 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,2 days ago,,,,Korangi
Flat,PKR40 Lakh,"Korangi, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,2 days ago,,,,Korangi
Flat,PKR18.5 Lakh,"Korangi, Karachi, Sindh",1,50 Sq. Yd.,For Sale,2,4 days ago,,,,Korangi
Flat,PKR22 Lakh,"Korangi, Karachi, Sindh",2,56 Sq. Yd.,For Sale,2,4 days ago,,,,Korangi
Flat,PKR16.5 Lakh,"Korangi, Karachi, Sindh",1,50 Sq. Yd.,For Sale,2,4 days ago,,,,Korangi
House,PKR16 Lakh,"Korangi, Karachi, Sindh",1,40 Sq. Yd.,For Sale,1,1 hour ago,,,,Korangi
House,PKR32 Lakh,"Korangi, Karachi, Sindh",2,80 Sq. Yd.,For Sale,3,1 hour ago,,,,Korangi
House,PKR35 Lakh,"Korangi, Karachi, Sindh",2,80 Sq. Yd.,For Sale,3,3 hours ago,,,,Korangi
House,PKR52 Lakh,"Korangi, Karachi, Sindh",2,80 Sq. Yd.,For Sale,4,3 hours ago,,,,Korangi
House,PKR16 Lakh,"Korangi, Karachi, Sindh",1,40 Sq. Yd.,For Sale,1,3 hours ago,,,,Korangi
House,PKR32 Lakh,"Korangi, Karachi, Sindh",2,80 Sq. Yd.,For Sale,3,3 hours ago,,,,Korangi
House,PKR30 Lakh,"Korangi, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,3 hours ago,,,,Korangi
House,PKR16 Lakh,"Korangi, Karachi, Sindh",1,40 Sq. Yd.,For Sale,1,3 hours ago,,,,Korangi
House,PKR12.5 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,350 Sq. Yd.,For Sale,5,3 weeks ago,,,,Navy Housing Scheme Karsaz
Flat,PKR8.75 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,389 Sq. Yd.,For Sale,5,3 weeks ago,,,,Navy Housing Scheme Karsaz
Flat,PKR8.5 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,389 Sq. Yd.,For Sale,5,3 weeks ago,,,,Navy Housing Scheme Karsaz
House,PKR13 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,3 weeks ago,,,,Navy Housing Scheme Karsaz
Flat,PKR7.9 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,467 Sq. Yd.,For Sale,5,3 weeks ago,,,,Navy Housing Scheme Karsaz
Flat,PKR9.5 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,389 Sq. Yd.,For Sale,4,2 days ago,,,,Navy Housing Scheme Karsaz
Flat,PKR7.85 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",4,467 Sq. Yd.,For Sale,4,1 week ago,,,,Navy Housing Scheme Karsaz
Flat,PKR7.9 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,467 Sq. Yd.,For Sale,5,1 week ago,,,,Navy Housing Scheme Karsaz
Flat,PKR7.6 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,511 Sq. Yd.,For Sale,5,4 weeks ago,,,,Navy Housing Scheme Karsaz
Flat,PKR8.15 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,491 Sq. Yd.,For Sale,5,2 weeks ago,,,,Navy Housing Scheme Karsaz
House,PKR11 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,350 Sq. Yd.,For Sale,5,3 weeks ago,,,,Navy Housing Scheme Karsaz
House,PKR10.75 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,350 Sq. Yd.,For Sale,5,3 weeks ago,,,,Navy Housing Scheme Karsaz
House,PKR10.5 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,350 Sq. Yd.,For Sale,5,7 hours ago,,,,Navy Housing Scheme Karsaz
House,PKR11 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,350 Sq. Yd.,For Sale,5,11 hours ago,,,,Navy Housing Scheme Karsaz
